data,descricao,tipo,valor
2022-05-25,Salário,receita,9955.01
2023-09-24,Aluguel,despesa,-7323.52
2022-03-28,Venda de produto,receita,6167.57
2022-12-31,Aluguel,despesa,-8435.57
2023-06-16,Aluguel,despesa,-9775.8
2023-07-27,Salário,receita,3325.25
2023-11-02,Aluguel,despesa,-7304.83
2022-05-12,Manutenção,despesa,-5387.13
2023-03-27,Salário,receita,8943.63
2023-07-26,Salário,receita,4448.84
2022-10-18,Salário,receita,6993.29
2022-07-06,Venda de produto,receita,2741.08
2023-11-27,Manutenção,despesa,-3770.94
2023-06-01,Venda de produto,receita,445.63
2022-02-02,Investimento,receita,1744.75
2023-10-03,Reembolso,receita,390.67
2023-01-12,Salário,receita,9519.22
2022-04-22,Venda de produto,receita,8459.04
2023-04-23,Investimento,receita,4198.41
2023-06-12,Reembolso,receita,7511.9
2023-03-14,Manutenção,despesa,-1825.84
2022-09-04,Conta de luz,despesa,-534.5
2023-07-12,Compra de estoque,despesa,-5064.31
2022-01-21,Investimento,receita,2585.77
2022-03-06,Conta de luz,despesa,-2067.41
2023-06-14,Compra de estoque,despesa,-6515.17
2023-05-23,Venda de produto,receita,4513.2
2022-07-26,Investimento,receita,8866.96
2022-05-14,Aluguel,despesa,-7631.3
2022-12-05,Aluguel,despesa,-9914.22
2023-09-03,Aluguel,despesa,-3464.17
2023-12-26,Compra de estoque,despesa,-1677.99
2022-07-15,Aluguel,despesa,-1728.76
2022-11-12,Reembolso,receita,2929.04
2023-11-12,Salário,receita,8613.32
2022-10-28,Venda de produto,receita,5523.13
2022-02-06,Conta de luz,despesa,-2278.27
2023-09-07,Manutenção,despesa,-7540.96
2023-08-10,Compra de estoque,despesa,-5651.13
2022-04-20,Conta de luz,despesa,-9580.47
2023-11-19,Conta de luz,despesa,-7230.76
2023-02-10,Reembolso,receita,4521.13
2023-01-25,Compra de estoque,despesa,-7337.88
2022-04-30,Compra de estoque,despesa,-5180.38
2023-01-24,Conta de luz,despesa,-9034.01
2023-03-10,Conta de luz,despesa,-4519.06
2022-05-24,Investimento,receita,7730.8
2022-04-17,Manutenção,despesa,-138.24
2022-12-13,Aluguel,despesa,-4205.19
2023-06-12,Conta de luz,despesa,-6242.91
2023-06-14,Salário,receita,8947.74
2023-12-12,Salário,receita,921.24
2023-08-31,Compra de estoque,despesa,-5582.08
2022-11-12,Conta de luz,despesa,-7867.81
2022-03-30,Conta de luz,despesa,-7301.23
2023-06-29,Conta de luz,despesa,-8415.68
2022-08-22,Salário,receita,565.72
2022-08-05,Manutenção,despesa,-8680.77
2022-02-10,Aluguel,despesa,-7748.37
2022-11-27,Compra de estoque,despesa,-5196.13
2023-08-31,Investimento,receita,9226.47
2022-10-28,Venda de produto,receita,3182.5
2022-10-08,Conta de luz,despesa,-1564.81
2023-08-22,Reembolso,receita,1035.36
2022-05-24,Compra de estoque,despesa,-1533.6
2022-03-01,Venda de produto,receita,3805.45
2023-09-11,Investimento,receita,5297.85
2023-09-03,Reembolso,receita,1639.93
2023-08-07,Venda de produto,receita,1231.99
2022-06-18,Conta de luz,despesa,-1567.71
2023-05-07,Aluguel,despesa,-2153.23
2023-11-26,Manutenção,despesa,-2839.16
2023-02-08,Investimento,receita,863.93
2022-03-29,Aluguel,despesa,-7092.3
2023-10-26,Aluguel,despesa,-2480.64
2022-07-07,Salário,receita,2864.11
2022-04-11,Investimento,receita,1701.66
2023-12-10,Salário,receita,7959.99
2023-01-15,Aluguel,despesa,-9336.02
2023-08-27,Investimento,receita,5408.45
2022-07-21,Compra de estoque,despesa,-5977.93
2023-03-13,Investimento,receita,3543.45
2022-12-08,Compra de estoque,despesa,-5924.09
2023-05-11,Compra de estoque,despesa,-6841.51
2023-03-18,Reembolso,receita,1483.52
2023-07-08,Aluguel,despesa,-2928.09
2022-08-31,Salário,receita,2016.02
2023-07-06,Manutenção,despesa,-2046.99
2023-12-03,Salário,receita,4677.68
2022-03-24,Compra de estoque,despesa,-4831.14
2023-12-16,Compra de estoque,despesa,-4723.13
2022-10-06,Aluguel,despesa,-4431.74
2022-04-20,Investimento,receita,7957.25
2023-03-19,Venda de produto,receita,362.99
2023-05-12,Reembolso,receita,3915.98
2022-09-04,Conta de luz,despesa,-786.82
2022-12-26,Salário,receita,2027.08
2022-04-20,Conta de luz,despesa,-248.51
2022-11-24,Salário,receita,1350.34
2023-07-02,Salário,receita,6711.47
2022-08-31,Compra de estoque,despesa,-7428.77
2023-04-07,Conta de luz,despesa,-4680.27
2022-07-31,Reembolso,receita,9343.11
2023-02-26,Manutenção,despesa,-8167.77
2023-08-06,Conta de luz,despesa,-4133.78
2022-10-10,Manutenção,despesa,-5622.98
2023-11-04,Reembolso,receita,3712.66
2022-07-10,Reembolso,receita,6819.42
2023-03-23,Manutenção,despesa,-8122.3
2023-06-04,Salário,receita,2286.72
2023-11-07,Venda de produto,receita,900.88
2023-10-10,Salário,receita,4450.05
2023-01-20,Compra de estoque,despesa,-6070.56
2022-02-25,Reembolso,receita,6335.9
2023-04-12,Salário,receita,6272.77
2023-04-09,Investimento,receita,2915.28
2023-01-23,Manutenção,despesa,-7030.23
2022-04-12,Salário,receita,8083.98
2022-06-03,Compra de estoque,despesa,-502.5
2023-07-12,Conta de luz,despesa,-6955.82
2023-01-05,Conta de luz,despesa,-2483.13
2022-02-26,Investimento,receita,7089.31
2022-10-28,Investimento,receita,6604.5
2022-12-24,Manutenção,despesa,-2089.22
2023-02-12,Venda de produto,receita,979.19
2022-08-04,Reembolso,receita,4739.83
2023-01-05,Manutenção,despesa,-7965.25
2023-02-23,Conta de luz,despesa,-401.46
2022-07-21,Venda de produto,receita,559.26
2023-07-13,Manutenção,despesa,-1455.19
2022-07-08,Reembolso,receita,748.99
2023-02-27,Manutenção,despesa,-1683.06
2022-08-20,Reembolso,receita,456.54
2023-12-28,Conta de luz,despesa,-5840.7
2023-01-25,Manutenção,despesa,-3726.93
2022-05-31,Conta de luz,despesa,-5880.58
2023-05-14,Salário,receita,4142.56
2022-03-27,Conta de luz,despesa,-8143.45
2023-07-30,Aluguel,despesa,-3727.66
2022-06-30,Manutenção,despesa,-1115.99
2023-11-29,Manutenção,despesa,-1965.05
2022-07-08,Salário,receita,3480.65
2023-05-10,Reembolso,receita,8146.31
2023-08-29,Manutenção,despesa,-9026.17
2023-04-27,Aluguel,despesa,-6326.91
2023-09-04,Conta de luz,despesa,-6020.66
2023-04-04,Venda de produto,receita,2647.2
2023-11-16,Salário,receita,537.5
2022-07-19,Manutenção,despesa,-8290.31
2023-03-20,Compra de estoque,despesa,-2487.9
2022-06-29,Manutenção,despesa,-3993.96
2022-05-16,Reembolso,receita,875.51
2023-11-05,Compra de estoque,despesa,-3631.01
2023-04-30,Reembolso,receita,1066.85
2023-05-31,Compra de estoque,despesa,-9552.85
2022-02-26,Venda de produto,receita,790.95
2022-01-06,Manutenção,despesa,-1923.24
2022-04-03,Conta de luz,despesa,-1667.84
2023-06-04,Aluguel,despesa,-8949.89
2022-11-09,Investimento,receita,1435.8
2022-04-23,Venda de produto,receita,6795.97
2023-11-13,Venda de produto,receita,8927.25
2023-07-20,Investimento,receita,9093.9
2022-09-26,Manutenção,despesa,-7829.84
2023-09-24,Compra de estoque,despesa,-4589.16
2022-06-08,Venda de produto,receita,7808.12
2022-05-03,Conta de luz,despesa,-6942.34
2023-12-03,Salário,receita,7654.69
2023-04-01,Aluguel,despesa,-8386.98
2022-10-20,Aluguel,despesa,-4370.08
2022-11-03,Reembolso,receita,5775.03
2023-06-04,Reembolso,receita,5033.78
2022-08-12,Manutenção,despesa,-3925.72
2022-12-25,Salário,receita,9357.69
2023-08-09,Manutenção,despesa,-6914.3
2022-07-24,Conta de luz,despesa,-1455.91
2023-10-19,Conta de luz,despesa,-433.22
2022-12-30,Conta de luz,despesa,-5153.79
2022-06-18,Venda de produto,receita,2867.83
2023-03-18,Conta de luz,despesa,-7960.6
2022-01-10,Reembolso,receita,1281.53
2022-11-03,Aluguel,despesa,-1890.29
2023-09-11,Venda de produto,receita,9382.62
2023-03-09,Compra de estoque,despesa,-3296.84
2022-11-26,Reembolso,receita,1124.8
2022-10-07,Compra de estoque,despesa,-5314.19
2023-11-03,Compra de estoque,despesa,-8323.7
2022-06-13,Investimento,receita,9271.99
2022-01-14,Compra de estoque,despesa,-5468.29
2022-11-25,Salário,receita,805.72
2022-07-08,Salário,receita,1992.71
2023-08-18,Conta de luz,despesa,-6285.31
2023-04-26,Manutenção,despesa,-8432.34
2023-06-03,Aluguel,despesa,-9438.3
2023-06-02,Investimento,receita,3537.42
2022-01-15,Venda de produto,receita,3486.5
2022-06-19,Conta de luz,despesa,-8044.32
2022-03-12,Conta de luz,despesa,-8315.27
2023-10-10,Conta de luz,despesa,-5282.05
2022-01-23,Salário,receita,5748.98
2023-04-06,Compra de estoque,despesa,-3291.48
2022-01-25,Aluguel,despesa,-8597.25
2023-06-05,Aluguel,despesa,-3566.53
2023-02-19,Conta de luz,despesa,-806.19
2022-09-14,Conta de luz,despesa,-4517.61
2023-08-19,Conta de luz,despesa,-5433.26
2022-05-09,Compra de estoque,despesa,-1250.68
2023-11-26,Investimento,receita,2499.45
2023-08-13,Salário,receita,5434.21
2022-05-20,Conta de luz,despesa,-7372.49
2022-11-02,Aluguel,despesa,-2287.66
2022-05-19,Investimento,receita,6223.11
2023-10-21,Conta de luz,despesa,-3697.26
2023-09-05,Aluguel,despesa,-2046.59
2022-04-10,Conta de luz,despesa,-1142.54
2022-04-21,Salário,receita,6904.36
2022-08-18,Reembolso,receita,644.89
2022-04-02,Investimento,receita,548.47
2022-11-11,Reembolso,receita,2512.67
2023-12-05,Conta de luz,despesa,-8842.8
2022-02-28,Manutenção,despesa,-6583.53
2023-08-19,Compra de estoque,despesa,-1158.58
2023-01-02,Reembolso,receita,621.77
2022-10-12,Aluguel,despesa,-9347.9
2022-09-03,Reembolso,receita,8075.78
2022-09-16,Conta de luz,despesa,-2576.41
2023-07-15,Salário,receita,2531.94
2022-05-15,Salário,receita,2357.18
2022-03-24,Compra de estoque,despesa,-761.76
2023-07-16,Aluguel,despesa,-7298.71
2022-02-07,Compra de estoque,despesa,-8099.63
2023-10-21,Manutenção,despesa,-5906.04
2023-12-19,Aluguel,despesa,-6216.54
2023-07-29,Manutenção,despesa,-9084.37
2023-05-11,Conta de luz,despesa,-132.4
2023-01-14,Reembolso,receita,9009.64
2022-05-30,Aluguel,despesa,-6885.68
2023-05-26,Salário,receita,1340.28
2023-02-02,Aluguel,despesa,-3019.25
2022-06-20,Investimento,receita,8871.85
2023-02-07,Salário,receita,8768.8
2023-05-31,Reembolso,receita,9228.05
2023-03-07,Conta de luz,despesa,-8313.85
2023-02-11,Reembolso,receita,4706.02
2022-05-03,Compra de estoque,despesa,-5090.5
2022-11-04,Aluguel,despesa,-8438.14
2023-12-22,Compra de estoque,despesa,-7979.48
2022-09-02,Manutenção,despesa,-6770.3
2022-08-21,Venda de produto,receita,1172.72
2023-08-29,Conta de luz,despesa,-7167.02
2022-04-06,Conta de luz,despesa,-5833.66
2022-12-22,Venda de produto,receita,2479.43
2023-05-08,Manutenção,despesa,-1748.65
2023-06-01,Venda de produto,receita,4120.52
2023-08-23,Reembolso,receita,2981.71
2023-03-11,Reembolso,receita,682.38
2023-03-11,Investimento,receita,2886.29
2022-04-19,Aluguel,despesa,-6698.95
2022-11-06,Salário,receita,4008.37
2022-10-21,Compra de estoque,despesa,-5115.73
2022-02-14,Investimento,receita,4954.25
2022-06-12,Conta de luz,despesa,-4885.33
2022-08-03,Conta de luz,despesa,-3270.1
2022-09-30,Aluguel,despesa,-4347.03
2022-04-07,Salário,receita,6660.07
2022-10-07,Venda de produto,receita,1635.23
2022-11-08,Manutenção,despesa,-2263.03
2022-08-12,Reembolso,receita,1963.33
2023-12-27,Salário,receita,1903.51
2022-06-29,Reembolso,receita,9889.84
2022-02-18,Compra de estoque,despesa,-3765.43
2023-11-25,Venda de produto,receita,2983.52
2023-04-06,Investimento,receita,6418.14
2023-01-01,Salário,receita,9355.16
2023-01-17,Aluguel,despesa,-4459.05
2022-05-27,Manutenção,despesa,-2434.21
2022-03-03,Investimento,receita,4390.27
2023-12-17,Investimento,receita,7413.32
2022-11-30,Conta de luz,despesa,-5217.86
2022-03-01,Reembolso,receita,1109.53
2023-01-14,Manutenção,despesa,-5359.86
2023-02-22,Aluguel,despesa,-2099.49
2023-01-14,Aluguel,despesa,-944.8
2022-09-23,Reembolso,receita,1553.44
2022-02-14,Aluguel,despesa,-1438.63
2023-01-04,Compra de estoque,despesa,-9191.38
2023-04-02,Investimento,receita,7003.4
2022-08-07,Compra de estoque,despesa,-5210.01
2023-03-25,Salário,receita,7766.69
2022-06-28,Conta de luz,despesa,-6613.49
2022-01-12,Venda de produto,receita,5599.81
2023-12-12,Investimento,receita,2200.3
2022-04-27,Conta de luz,despesa,-4186.91
2022-01-19,Investimento,receita,6121.12
2023-03-08,Reembolso,receita,3639.7
2023-11-18,Investimento,receita,5683.66
2022-12-01,Manutenção,despesa,-8571.54
2023-01-20,Investimento,receita,1097.06
2023-08-13,Compra de estoque,despesa,-8804.39
2022-02-10,Manutenção,despesa,-1954.59
2023-11-11,Aluguel,despesa,-1442.78
2023-11-09,Salário,receita,3436.21
2023-11-01,Manutenção,despesa,-3796.02
2022-10-08,Salário,receita,7414.77
2023-01-19,Venda de produto,receita,735.67
2022-05-04,Reembolso,receita,8572.85
2023-03-21,Manutenção,despesa,-5164.66
2022-02-09,Manutenção,despesa,-7878.09
2022-02-14,Manutenção,despesa,-9657.67
2023-12-25,Compra de estoque,despesa,-6444.63
2023-10-24,Reembolso,receita,3850.24
2023-06-26,Conta de luz,despesa,-425.36
2023-04-16,Aluguel,despesa,-6877.12
2023-09-16,Reembolso,receita,698.98
2023-06-30,Conta de luz,despesa,-5975.6
2022-02-10,Venda de produto,receita,7504.7
2023-03-07,Reembolso,receita,1952.65
2023-11-22,Aluguel,despesa,-491.89
2023-10-07,Salário,receita,907.16
2022-11-22,Salário,receita,7555.01
2023-03-08,Investimento,receita,8973.16
2023-04-25,Investimento,receita,5983.77
2022-09-10,Conta de luz,despesa,-6230.47
2022-09-22,Aluguel,despesa,-6370.91
2023-11-22,Investimento,receita,9370.88
2023-05-27,Venda de produto,receita,4072.39
2023-10-26,Reembolso,receita,9132.75
2022-01-09,Conta de luz,despesa,-3328.57
2022-12-26,Investimento,receita,5906.42
2023-08-10,Investimento,receita,8867.99
2023-04-23,Manutenção,despesa,-2464.54
2022-10-07,Venda de produto,receita,4422.72
2022-12-08,Aluguel,despesa,-5811.96
2023-01-09,Venda de produto,receita,770.26
2022-04-12,Manutenção,despesa,-2473.0
2023-11-13,Conta de luz,despesa,-6234.32
2023-03-19,Conta de luz,despesa,-1892.71
2022-04-10,Aluguel,despesa,-5930.38
2023-02-17,Conta de luz,despesa,-5665.73
2022-03-13,Manutenção,despesa,-9104.74
2022-12-21,Salário,receita,9008.79
2022-04-21,Compra de estoque,despesa,-2774.28
2022-06-21,Venda de produto,receita,4790.77
2023-04-11,Reembolso,receita,5195.63
2022-04-30,Investimento,receita,1579.99
2023-01-28,Conta de luz,despesa,-3931.59
2023-02-01,Aluguel,despesa,-3888.21
2022-03-16,Venda de produto,receita,9976.61
2023-09-04,Venda de produto,receita,6222.19
2023-03-15,Manutenção,despesa,-9918.36
2022-08-08,Aluguel,despesa,-2270.99
2023-11-07,Salário,receita,9865.1
2022-01-22,Reembolso,receita,5632.82
2022-05-19,Reembolso,receita,9872.48
2023-11-29,Compra de estoque,despesa,-9804.64
2022-03-05,Aluguel,despesa,-4102.53
2023-08-13,Manutenção,despesa,-2589.42
2023-12-06,Conta de luz,despesa,-7810.06
2023-12-07,Salário,receita,4111.83
2022-08-09,Conta de luz,despesa,-3874.37
2022-05-13,Compra de estoque,despesa,-2883.27
2022-03-15,Reembolso,receita,2322.45
2022-04-10,Compra de estoque,despesa,-757.22
2023-11-01,Venda de produto,receita,7714.43
2023-03-27,Compra de estoque,despesa,-1965.71
2022-02-16,Investimento,receita,1425.31
2023-01-11,Manutenção,despesa,-9420.34
2022-11-01,Salário,receita,7936.16
2023-03-16,Venda de produto,receita,4502.87
2022-06-22,Investimento,receita,367.27
2022-03-09,Reembolso,receita,7981.15
2023-04-13,Reembolso,receita,7884.75
2023-11-13,Manutenção,despesa,-4415.53
2022-01-12,Manutenção,despesa,-1407.87
2023-11-03,Aluguel,despesa,-3240.61
2022-04-21,Manutenção,despesa,-9449.75
2023-10-16,Salário,receita,1118.89
2023-12-05,Conta de luz,despesa,-1024.91
2022-01-16,Investimento,receita,4011.55
2023-06-20,Reembolso,receita,9055.38
2022-12-17,Compra de estoque,despesa,-3902.62
2023-03-31,Aluguel,despesa,-4080.17
2023-01-07,Manutenção,despesa,-5215.43
2022-02-09,Investimento,receita,9276.25
2023-01-12,Aluguel,despesa,-634.72
2022-03-04,Conta de luz,despesa,-4849.37
2022-04-11,Venda de produto,receita,4053.73
2022-02-10,Venda de produto,receita,5770.02
2023-09-04,Investimento,receita,7610.64
2023-11-09,Conta de luz,despesa,-5904.85
2022-11-06,Conta de luz,despesa,-6712.5
2023-05-27,Investimento,receita,6567.5
2023-09-07,Conta de luz,despesa,-770.07
2023-09-01,Manutenção,despesa,-759.65
2022-06-07,Compra de estoque,despesa,-6643.48
2023-12-10,Manutenção,despesa,-342.72
2023-02-21,Compra de estoque,despesa,-8313.38
2022-02-12,Compra de estoque,despesa,-3397.21
2023-06-20,Venda de produto,receita,4145.03
2023-06-21,Venda de produto,receita,5724.4
2022-12-22,Conta de luz,despesa,-5122.64
2022-11-14,Investimento,receita,7261.47
2023-10-25,Investimento,receita,5552.34
2022-10-03,Compra de estoque,despesa,-3403.69
2023-01-13,Investimento,receita,2652.17
2023-11-15,Manutenção,despesa,-1359.15
2022-09-03,Salário,receita,4116.79
2022-01-18,Salário,receita,9148.79
2023-08-27,Investimento,receita,746.35
2022-11-04,Reembolso,receita,9049.98
2023-09-15,Compra de estoque,despesa,-6292.02
2023-10-06,Aluguel,despesa,-1446.76
2023-12-11,Reembolso,receita,503.69
2022-12-30,Compra de estoque,despesa,-8695.04
2023-01-30,Venda de produto,receita,7457.15
2023-11-14,Conta de luz,despesa,-7999.29
2023-08-19,Manutenção,despesa,-1781.33
2023-01-26,Reembolso,receita,5474.71
2023-02-01,Manutenção,despesa,-1088.71
2022-10-21,Aluguel,despesa,-303.46
2023-10-22,Venda de produto,receita,2965.09
2022-05-11,Conta de luz,despesa,-4356.18
2023-01-29,Salário,receita,420.03
2023-02-11,Compra de estoque,despesa,-103.49
2023-10-20,Investimento,receita,7710.29
2023-02-28,Compra de estoque,despesa,-140.34
2022-04-01,Compra de estoque,despesa,-5738.35
2022-04-13,Manutenção,despesa,-6486.04
2023-05-10,Compra de estoque,despesa,-7584.18
2023-02-08,Conta de luz,despesa,-6428.17
2023-04-29,Salário,receita,6273.16
2022-04-10,Investimento,receita,1565.54
2023-12-30,Venda de produto,receita,1608.66
2023-08-20,Reembolso,receita,4854.08
2023-05-09,Investimento,receita,2991.77
2022-06-24,Salário,receita,1270.82
2022-10-16,Investimento,receita,1293.92
2022-01-05,Manutenção,despesa,-8062.95
2023-06-19,Salário,receita,7993.53
2023-01-22,Manutenção,despesa,-6129.55
2023-11-16,Manutenção,despesa,-530.92
2023-07-11,Conta de luz,despesa,-5294.09
2023-06-19,Conta de luz,despesa,-5582.21
2023-10-15,Manutenção,despesa,-8122.45
2022-03-20,Venda de produto,receita,2178.33
2023-04-15,Reembolso,receita,6139.06
2023-04-13,Manutenção,despesa,-6163.73
2023-08-29,Venda de produto,receita,6881.41
2023-01-08,Aluguel,despesa,-5456.84
2022-12-24,Manutenção,despesa,-825.68
2023-01-17,Aluguel,despesa,-8905.29
2022-05-24,Investimento,receita,5213.81
2022-05-15,Salário,receita,7830.98
2023-05-09,Investimento,receita,6157.42
2023-07-29,Compra de estoque,despesa,-9584.96
2023-05-05,Investimento,receita,7256.94
2023-07-02,Conta de luz,despesa,-3722.14
2023-10-18,Venda de produto,receita,980.25
2022-02-25,Salário,receita,8267.84
2023-09-01,Salário,receita,4954.49
2022-03-28,Investimento,receita,2664.47
2022-07-13,Venda de produto,receita,8125.22
2022-03-18,Manutenção,despesa,-8002.96
2023-09-17,Reembolso,receita,2414.21
2023-08-03,Investimento,receita,8407.57
2023-07-16,Salário,receita,4933.58
2023-09-09,Investimento,receita,6633.31
2023-01-23,Manutenção,despesa,-1394.11
2022-01-18,Venda de produto,receita,3173.54
2023-10-23,Reembolso,receita,8954.95
2022-10-05,Compra de estoque,despesa,-5996.51
2023-09-03,Investimento,receita,7914.75
2022-11-03,Salário,receita,7294.32
2022-10-20,Salário,receita,6286.55
2023-02-24,Conta de luz,despesa,-2459.79
2023-08-10,Reembolso,receita,4664.0
2022-09-17,Reembolso,receita,4471.05
2023-04-14,Conta de luz,despesa,-5919.83
2023-02-04,Manutenção,despesa,-4593.79
2022-01-18,Aluguel,despesa,-9977.68
2023-06-23,Salário,receita,1480.91
2022-03-09,Compra de estoque,despesa,-7510.96
2022-05-22,Venda de produto,receita,6248.78
2022-01-25,Investimento,receita,488.99
2023-09-07,Reembolso,receita,5193.37
2022-08-03,Manutenção,despesa,-2301.84
2022-03-08,Aluguel,despesa,-7588.18
2023-09-12,Manutenção,despesa,-3519.37
2023-10-09,Conta de luz,despesa,-6224.1
2022-05-24,Reembolso,receita,4838.2
2023-07-29,Conta de luz,despesa,-3403.28
2022-10-08,Salário,receita,3780.95
2023-09-02,Reembolso,receita,7807.23
2023-12-15,Manutenção,despesa,-9781.86
2022-09-24,Conta de luz,despesa,-5826.94
2022-04-02,Aluguel,despesa,-7236.54
2023-11-13,Manutenção,despesa,-5956.38
2022-05-30,Aluguel,despesa,-7884.8
2023-03-04,Compra de estoque,despesa,-5794.05
2022-10-05,Compra de estoque,despesa,-5899.59
2022-12-07,Investimento,receita,4897.36
2023-03-22,Investimento,receita,6176.46
2022-10-29,Salário,receita,7738.84
2022-08-31,Manutenção,despesa,-3149.37
2023-07-11,Manutenção,despesa,-1132.24
2022-01-13,Conta de luz,despesa,-3778.55
2022-04-30,Investimento,receita,9155.53
2023-03-02,Salário,receita,3696.7
2022-08-12,Salário,receita,9080.99
2022-09-02,Manutenção,despesa,-4730.63
2023-09-05,Investimento,receita,7756.92
2022-08-02,Reembolso,receita,7554.79
2023-07-03,Compra de estoque,despesa,-5786.78
2023-08-13,Venda de produto,receita,1637.44
2022-02-07,Reembolso,receita,3760.75
2023-11-14,Venda de produto,receita,9580.25
2022-04-02,Compra de estoque,despesa,-5398.32
2022-04-20,Manutenção,despesa,-8352.12
2023-07-12,Salário,receita,6324.4
2023-07-20,Investimento,receita,517.75
2022-03-07,Venda de produto,receita,3428.06
2023-09-11,Aluguel,despesa,-8960.57
2022-09-08,Conta de luz,despesa,-5988.19
2022-09-21,Manutenção,despesa,-3940.73
2022-03-03,Manutenção,despesa,-2220.74
2022-07-04,Compra de estoque,despesa,-9014.1
2022-11-16,Manutenção,despesa,-9079.23
2022-12-25,Salário,receita,6750.95
2023-02-25,Salário,receita,149.06
2023-07-15,Aluguel,despesa,-4872.0
2023-02-16,Investimento,receita,6087.8
2023-07-29,Reembolso,receita,2874.03
2022-12-29,Venda de produto,receita,4983.66
2022-04-17,Aluguel,despesa,-2214.64
2022-10-26,Compra de estoque,despesa,-1789.7
2023-03-13,Conta de luz,despesa,-3099.57
2022-10-17,Investimento,receita,2378.52
2022-05-05,Manutenção,despesa,-1265.48
2023-03-03,Investimento,receita,2715.52
2023-05-21,Venda de produto,receita,3198.69
2023-02-01,Venda de produto,receita,195.9
2023-07-18,Manutenção,despesa,-841.21
2023-05-20,Compra de estoque,despesa,-3941.56
2022-10-20,Compra de estoque,despesa,-7999.71
2023-08-25,Conta de luz,despesa,-457.25
2022-07-15,Venda de produto,receita,6865.08
2023-10-28,Investimento,receita,386.75
2022-03-22,Manutenção,despesa,-8479.47
2023-09-13,Salário,receita,9072.52
2023-01-06,Investimento,receita,2134.35
2022-02-28,Venda de produto,receita,8940.33
2022-08-19,Compra de estoque,despesa,-6311.7
2023-07-20,Venda de produto,receita,9374.41
2022-09-07,Reembolso,receita,5769.98
2023-12-06,Compra de estoque,despesa,-3470.56
2023-02-05,Venda de produto,receita,3099.55
2022-11-06,Compra de estoque,despesa,-5340.1
2023-01-13,Reembolso,receita,145.53
2023-12-24,Venda de produto,receita,3874.6
2023-12-20,Conta de luz,despesa,-8882.34
2022-03-17,Venda de produto,receita,3039.83
2023-12-27,Salário,receita,5878.34
2022-12-22,Reembolso,receita,6095.37
2022-10-16,Compra de estoque,despesa,-8696.24
2023-07-24,Investimento,receita,8614.89
2023-01-24,Aluguel,despesa,-7401.67
2022-11-17,Venda de produto,receita,3975.68
2023-03-21,Conta de luz,despesa,-153.72
2022-08-28,Aluguel,despesa,-7792.44
2023-04-01,Investimento,receita,9324.31
2023-01-10,Conta de luz,despesa,-7748.96
2023-12-27,Venda de produto,receita,6444.0
2022-01-25,Venda de produto,receita,746.69
2023-04-03,Compra de estoque,despesa,-3542.44
2022-06-03,Reembolso,receita,6333.04
2022-02-16,Manutenção,despesa,-9696.32
2022-12-02,Compra de estoque,despesa,-3107.78
2022-09-16,Manutenção,despesa,-7977.37
2022-10-26,Manutenção,despesa,-383.86
2022-09-12,Investimento,receita,5168.76
2022-10-19,Conta de luz,despesa,-4634.71
2022-10-06,Salário,receita,6452.26
2022-02-02,Conta de luz,despesa,-7032.33
2022-09-14,Conta de luz,despesa,-4200.34
2023-07-19,Compra de estoque,despesa,-2088.56
2023-02-06,Manutenção,despesa,-2061.67
2022-08-31,Salário,receita,3064.74
2022-01-10,Conta de luz,despesa,-7004.44
2022-09-07,Manutenção,despesa,-7363.99
2023-10-24,Salário,receita,3412.27
2022-06-30,Salário,receita,3389.44
2023-11-23,Investimento,receita,2211.99
2022-06-17,Conta de luz,despesa,-1354.79
2023-05-17,Investimento,receita,774.29
2023-02-26,Venda de produto,receita,9290.49
2023-06-03,Venda de produto,receita,1614.56
2023-07-31,Salário,receita,2402.44
2022-11-26,Venda de produto,receita,3328.63
2023-02-22,Salário,receita,6793.28
2023-01-29,Venda de produto,receita,7850.09
2023-10-23,Investimento,receita,9431.31
2022-01-20,Conta de luz,despesa,-5905.82
2022-09-27,Investimento,receita,5606.03
2022-05-28,Conta de luz,despesa,-5450.85
2022-06-24,Compra de estoque,despesa,-2191.46
2022-12-17,Aluguel,despesa,-3489.98
2023-11-10,Manutenção,despesa,-3457.88
2023-10-08,Manutenção,despesa,-6913.69
2022-08-13,Conta de luz,despesa,-7321.16
2022-05-08,Manutenção,despesa,-8386.94
2023-04-20,Conta de luz,despesa,-1373.55
2022-11-12,Aluguel,despesa,-8446.21
2022-07-11,Aluguel,despesa,-5005.53
2022-04-27,Aluguel,despesa,-6693.04
2022-03-01,Manutenção,despesa,-5170.29
2023-11-11,Salário,receita,3572.01
2022-07-26,Venda de produto,receita,1008.51
2023-02-19,Investimento,receita,4060.6
2022-11-16,Investimento,receita,2183.94
2023-07-09,Aluguel,despesa,-2526.66
2023-05-18,Aluguel,despesa,-727.32
2022-11-10,Conta de luz,despesa,-5326.73
2022-02-14,Compra de estoque,despesa,-9910.12
2022-02-19,Aluguel,despesa,-4190.15
2022-03-14,Reembolso,receita,4830.39
2022-09-10,Venda de produto,receita,6526.44
2022-01-09,Aluguel,despesa,-9132.08
2022-10-16,Compra de estoque,despesa,-480.75
2023-06-03,Venda de produto,receita,9628.03
2022-05-30,Compra de estoque,despesa,-6402.78
2023-04-14,Conta de luz,despesa,-795.29
2022-09-28,Aluguel,despesa,-3437.82
2022-06-04,Salário,receita,4898.97
